



















































































































99,99,99,UK,experienced,simulatedControlCondition,confirmation,1,1,1,1,1,161442,161443,0:00:01
99,99,99,UK,experienced,simulatedControlCondition,decision,2,2,1,2,1,161447,161448,0:00:01
99,99,99,UK,experienced,simulatedControlCondition,confirmation,2,2,1,2,1,161450,161452,0:00:02
99,99,99,UK,experienced,simulatedControlCondition,decision,3,3,1,3,1,161500,161502,0:00:02
99,99,99,UK,experienced,simulatedControlCondition,confirmation,3,3,1,3,1,161505,161510,0:00:05
99,99,99,UK,descriptive,descriptiveControl,choice,3,3,1,1,1,161511,161513,0:00:02
99,99,99,UK,descriptive,descriptiveControl,choice,1,1,1,2,2,161513,161514,0:00:01
99,99,99,UK,descriptive,descriptiveControl,choice,2,2,1,3,3,161514,161514,0:00:00
99,99,99,UK,descriptive,descriptiveControl,choice,3,10,2,1,1,161923,161925,0:00:02
99,99,99,UK,descriptive,descriptiveControl,choice,2,6,4,2,2,161925,161926,0:00:01
99,99,99,UK,experienced,simulatedControlCondition,decision,1,1,1,1,1,165241,165242,0:00:01
99,99,99,UK,experienced,simulatedControlCondition,confirmation,1,1,1,1,1,165244,165246,0:00:02
99,99,99,UK,experienced,simulatedControlCondition,decision,1,1,1,1,1,170827,170830,0:00:03
99,99,99,UK,experienced,simulatedControlCondition,decision,1,1,1,1,1,174636,174639,0:00:03
99,99,99,UK,experienced,simulatedControlCondition,confirmation,1,1,1,1,1,174641,174644,0:00:03
99,99,99,UK,experienced,simulatedControlCondition,decision,1,1,1,1,1,182559,182601,0:00:02
99,99,99,UK,experienced,simulatedControlCondition,confirmation,1,1,1,1,1,182605,182607,0:00:02
99,99,99,UK,experienced,simulatedControlCondition,decision,2,2,1,2,1,182612,182613,0:00:01
99,99,99,UK,experienced,simulatedControlCondition,confirmation,2,2,1,2,1,182615,182620,0:00:05
99,99,99,UK,experienced,simulatedControlCondition,decision,3,3,1,3,1,182628,182629,0:00:01
99,99,99,UK,experienced,simulatedControlCondition,confirmation,3,3,1,3,1,182632,182633,0:00:01
99,99,99,UK,descriptive,descriptiveControl,choice,2,2,1,1,1,182634,182636,0:00:02
99,99,99,Chile,experienced,simulatedControlCondition,decision,1,1,1,1,1,182738,182740,0:00:02
99,99,99,Chile,experienced,simulatedControlCondition,confirmation,1,1,1,1,1,182744,182745,0:00:01
99,99,99,Chile,experienced,simulatedControlCondition,decision,2,2,1,2,1,182749,182750,0:00:01
99,99,99,Chile,experienced,simulatedControlCondition,confirmation,2,2,1,2,1,182752,182755,0:00:03
99,99,99,UK,experienced,simulatedControlCondition,decision,1,1,1,1,1,184453,184456,0:00:03
99,99,99,UK,experienced,simulatedControlCondition,confirmation,1,1,1,1,1,184458,184500,0:00:02
99,99,99,UK,experienced,simulatedControlCondition,decision,1,1,1,1,1,184807,184808,0:00:01
99,99,99,UK,experienced,simulatedControlCondition,confirmation,1,1,1,1,1,184811,184812,0:00:01
99,99,99,UK,experienced,simulatedControlCondition,decision,2,2,1,2,1,184815,184816,0:00:01
99,99,99,UK,experienced,simulatedControlCondition,confirmation,2,2,1,2,1,184818,184820,0:00:02
